,ar,"هاذا مش منطقي، و موش عادل زادا"
,pt,"Nanomboka tamin’ny taonjato faha-15 ny fitaomana sy fanjanahantany eoropeanina tamin’ny nahitan’ilay Portogey mpikaroka tany vao Vasco da Gama ny Lalan’ny Cap mampifandray an’i Eoropa sy India."
,pt,"Any avaratra dia voafaritry ny Sahel ny faritra, ary any atsimo sy andrefana dia ny ranomasimbe Atlantika."
,pt,"Vehivavy: Tsaratsara kokoa raha milaza izay vehivavy rehetra mpandeha hoe manambady, na inona na inona sokajy misy azy."
,pt,"Manampy koa ny fanaovana peratra (fa tsy atao an’ilay lafo loatra fotsiny."
,pt,"Tokony ho tonga saina ny vehivavy fa ny fahasamihafana ara-kolontsaina dia mety hifarana amin’izay eritreretin’izy ireo ho fanadalana ary zava-miseho matetika ny hoe misy manaraka, misy mitazona ny sandry, sns."
,pt,"Mijoroa amin’ny fandavana lehilahy, ary aza matahotra mijoro amin’ny hevitrao (na misy fahasamihafana ara-kolotsaina na tsia, tsy maha-metimety ny zavatra rehetra akory izany)."
,pt,"Natsangan’ny mpanjono beribera tamin’ny taonjato fahafolo talohan’izao vanim-potoana iainantsika izao ny tanàna maoderina Casablanca, ary nampiasain’ireo Fenisianina, Romanina ary Merinida ho seranantsambo stratejika izay nantsoina hoe Anfa."
,pt,"Nopotehin’ny Portogey dia natsangany indray ary nomeny ny anarana hoe Casa Branca izy io, nefa dia navelany fotsiny teo taorian’ny horohorontany iray tamin’ny 1755."
,pt,"Ny soltana maraokanina no nanangana indray ny tanàna ho Daru l-Badya ary nomen'ny espaniola mpivarotra izay nametraka ny fototra ara-barotra tao ny anarana hoe Casablanca izy io."
,pt,"Casablanca no toerana tsy mahaliana indrindra raha hiantsena ao Maroc."
,pt,"Manodidina ny Medina tranainy dia mora no mahita toerana mivarotra vokatra ntaolo Marokana tahaka ny tagina, vazy, ny lamba isan-karazany, ny hookahs, sy ny karazany maro amin’ny geegaws, fa ho an’ny mpizaha tany avokoa ireny."
,pt,"I Goma dia tanàndehibe iray manintona mpizahatany ao amin’ny Repoblika Demokratikan’i Congo, any amin'ny farany Atsinanana akaikin’i Rwanda."
,pt,"Tamin’ny taona 2002 dia ravan’ny vatomiempon’ny volokano Nyiragongo i Goma, izay nandifotra ny ankamaroan’ny làlana teo an-tanàna, indrindra fa ny afovoan-tanàna."
,pt,"Raha mandry fahalemana ihany i Goma, ny fitsidihana ivelan’i Goma kosa dia mila dinihina mba hahafantarana ny fivoaran’ny ady izay maharitra any amin’ny faritra Kivu avaratra."
,pt,"Ity tanàna ity ihany koa no fitobiana raha hianika ny volkano Nyiragongo miaraka amin’ny fanarahana babakoto an-tendrombohitra anisan’ny mora indrindra eto Afrika."
,pt,"Afaka sady mampiasa boda-boda (môtô fitaterana) raha ho any Goma. Ny sarany tena izy (eo an-toerana) dia ~500 farantsa kongoley raha làlana akaiky."
,pt,"Miaraka amin’ny ilay toetrany tsy mora hidirana, “Timbuktu” dia lasa sary teny nampiasaina ho an’ny tany hafa kely, alavitra."
,pt,"Ankehitriny i Timbuktu dia tanàna mahantra, na dia mahatonga azy hisarika mpizahatany aza ny lazany, ary manana seranampiaramanidina izy."
,pt,"Tamin’ny taona 1990 dia nampidirina anatin’ny lisitr’ireo vakoka iraisam-pirenena tandindonin-doza izy io noho ny fanambanan-dozan’ny fasika tany an’efitra."
,pt,"Iray tamin'ireo dingana lehibe nandritra ny fandaharana manokana Wonders of the African World nalefan'i Henry Louis Gates tao amin’ny PBS izy io."
,pt,"Mifanohitra tanteraka amin’ireo tanan-dehibe hafa eto amin’ny firenena ilay toerana satria izy miendrika Arabo kokoa fa tsy Afrikanina."
,pt,"Ny valan-javaboary nasionaly Kruger (KNP) dia mandrakotra ny avaratra atsinanan’i Afrika Atsimo ary manaraka ny sisin’ny Mozambika avy eo atsinanana, Zimbabwe avy eo avaratra, ary ny Reniranon’ny Voaibe no eo amin’ny sisiny atsimo."
,pt,"Mivelatra amin’ny 19,500 km² ny vala ary mizara ho faritra 14, samy mamelona bibidia samihafa."
,pt,"Iray amin’ireo manintona indrindra ao Afrika Atsimo izy io ary voasokajy ho fisarihana lehibe indrindra ao amin’ny Valanjavaboary Nasionalin’i Afrika Atsimo (SANParks)."
,pt,"Toy ireo valan-javaboaharim-pirenena rehetra ao Afrika Atsimo, dia misy saran’ny fikarakarana sy fidirana alaina isan’andro ho an’ny valan-javaboahary."
,pt,"Mety hahazoan’olona tombony ihany koa ny mividy Karatra Wild Izay ahafahany miditra amin’ny valan-javaboaary voafantina eto Afrika Atsimo na koa amin’ny valan-javaboaary nasionaly rehetra eto Afrika Atsimo."
,pt,"Ny Nosy Hong Kong dia manome ny anarany amin’ny faritr’i Hong Kong ary izy no raisin’ny mpizaha tany maro ho toy ny toerana mahaliana sy mahasarika indrindra."
,pt,"Ireo trano mijoalajoala mandrafitra ny faravodilanitr'i Hong Kong dia nampitahaina tamin’ny soritsary misy bara manjelatra izay hita noho ny ranon’i Victoria Harbour."
,pt,"Raha te hanana ny sary tsara an’I Hong Kong, dia avelao ny nosy ary mankanesa any amin’ny lakan-dranon’I Kowloon."
,pt,"Ny ankamaroan’ny fivoarana ao amin’ny tanàn’ny nosy Hong Kong dia mifanizina eo amin’ny tany misy mpitaky manamarina ny sisintany avaratra."
,pt,"Ity no toerana nalain’ny mpanjanaka britanika tahaka ny azy manokana, koa raha mitady porofo mahakasika ny fanjanahana fahiny teto amin’ity tany ity ianao, dia toerana tsara hanombohana izany ity."
,pt,"Ny Sundarbans no fehin’alan-konko any anindrana lehibe indrindra eto ambonin’ny tany, izay mivelatra 80 km (50 mi) mankao ambadiky ny tany lavitra andrianan’i Bangladesh sy India avy ao amin’ny morontsiraka."
,pt,"Voalaza ho vakoka UNESCO ny Sundarbans. Ny kasingan’ny ala amin’ny faritr’i Indiana dia antsoina hoe alan-java-boary ny Sudarbans."
,pt,"Tsy honahona honko fotsiny no anatin’ny ala anefa – misy an’ireo sisa tavela tamin’ny ala kitroka izay nandrakotra ny lonak’I Gangetic tany aloha."
,pt,"Ny Sundarbans dia mandrakotra velarantany 3.850 km², ary ny iray ampahatelon’izany dia rakotry ny rano/honahona."
,pt,"Nanomboka tamin’ny taona 1966 ny Sundarbans dia vala mitahiry karazam-bibidia maro, ary vinavinaina ho 400 izao ny tigres royaux du Bengal ary eo amin’ny 30 000 eo ny diera sadasada ao an-toerana."
,pt,"Misy fitaterana iombonana foana mandritra ny andro miainga avy eo amin’ny fiantsonan’ny distrika (ampitan’ny renirano), na dia miainga eo anelanelan’ny amin’ny 6 ora sy sasany sy amin’ny 7 ora sy sasany aza ny ankamaroany, indrindra ireo izay mankany atsinanana sy mankany Jakar/Bumthang."
,pt,"Satria feno matetika ireo fiara fitaterana mampifandray ny distrika, dia ampirisihina ny fividianana tapakila andro vitsivitsy mialoha."
,pt,"Ny ankamaroan’ireo distrika dia andalovan’ilay fiara fitanteram-bahoaka kely Coaster Zaponey, izay ahazoana aina sady matanjaka."
,pt,"Ny fiara karetsaka itambarana dia ahafahana mandeha haingana sy am-pilaminana amin’ny toerana manodidina eo, toy I Paro (Nu 150) sy Punakha (Nu 200)."
,pt,"Ny tetezana Oyapock River Bridge dia voatazona amin’ny tariby. Manapaka ny renirano Oyapock izy hampitohy ny tananan’i Oiapoque any Brezila sy Saint-Georges de l’Oyapock any Guyane."
,pt,"83 metatra ny haavon’ireo tilikambo roa, izany hoe 378 metatra ny halavany ary misy lalana roa izay 3,50 m avy ny sakany."
,pt,"15 metatra ny hahavon’ilay tetezana. Vita tamin’ny Aogositra ny 2011 ny fanamboarana, ary tsy nisokatra ny fifamoivozana raha tsy tamin’ny Martsa 2017."
,pt,"Nalamina mba ho am-perinasa feno ny tetezana amin’ny Septambra 2017, rehefa vita ireo tobin'ny fadin-tseranana breziliana."
,pt,"Ny Guaraní no vondrona teratany lehibe indrindra, izay Paragoay atsinanana ankehitriny, niaina tahaka ny mpihaza mpifindra monina izay nampiasa ny fambolena ho fivelomana ihany koa."
,pt,"Ny faritra Chaco dia nampiantrano vondrom-poko zanatany hafa toy ny Guaycurú sy ny Payaguá, izay nivelona tamin’ny fihazana, fiotazana sy fanjonoana."
,pt,"Tamin’ny Paraguay tamin’ny taon-jato faha 16, nantsoina taloha hoe “Ny Faritany lehiben’ny India”, dia teraka ny vokatry ny fihaonan’ny mpanjanaka Espaniola sy ny vondrona zanatany."
,pt,"Ny Espaniola no nanomboka ny vanim-potoan’ny fanjanahan-tany izay naharitra taonjato telo."
,pt,"Hatramin’ny nananganana an’i Asunción tamin’ny 1537 dia vitan'i Paragoay ny nitana maro tamin'ireo toetoetry ny terataniny sy ny maha izy azy."
,pt,"Firenena manana ekipa polo anisan’ny mahay indrindra maneran-tany i Arzantinina, ary izany no tena ahafantarana azy."
,pt,"Ny fifaninanana lehibe indrindra ao anatin’ny taona dia atao ny volana Desambra ao amin’ny kianjana polo ao Las Cañitas."
,pt,"Afaka hita eto amin’ny fotoana hafa mandritry ny taona ihany koa ny lalao sy fifaninana kely kokoa."
,pt,"Raha te hahazo vaovao momban’ny lalao sy te hahafantatra hoe aiza no afaka ividianana tapakila hijerena ilay lalao polo dia jereo ao amin’ny Asociacion Argentina de Polo."
,pt,"Ny vola ofisialy Malouine dia ny Falkland pound (FKP) izay mitovy vidy amin’ny vola anglisy livre sterling (GBP)."
,pt,"Azo atakalo ao amin’ny banky tokana ao amin’ireo nosy ny vola, izay ao Stanley ampitan’ny tranombarotra FIC West."
,pt,"Ekena na aiza na aiza ao amin'ireo nosy ny livre sterling amin'ny ankapobeny ary ao anatin'i Stanley dia ekena ihany koa ny kara-bola sy ny dolara amerikanina matetika."
,pt,"Eny amin’ireo nosy lavitra, mety tsy ekena ny karatra fitrosana, na dia mety ekena hisy handray aza ny vola britanika sy amerikana; hamarino mialoha eny amin’ny tompony izay fomba fandoavam-bola ekena."
,pt,"Tena sarotra dia sarotra ny manakalo ny volan'ireo Falklands rehefa tsy ao amin’ireo nosy, koa aleo manakalo vola alohan’ny hialana ao."
,pt,"Koa satria any atsimon’ny Ekoatera i Montevideo, dia fahavaratra any rehefa ririnina any amin’ny ila-bolantany avaratra ary mifamadika avy eo."
,pt,"Any amin’ny faritra mando sy mafana no misy an’I Montevideo; ary mandritra ny andro fahavaratra dia fahita matetika ny mari-pana ambonin’ny +30°C."
,pt,"Mety hangatsiaka hahakivy ny ririnina : mahalana izany hoe tafalatsaka ambany ny mangatsiaka be ny maripana, fa miaraka amin’ny rivotra sy ny hamandoana dia mahatonga ny fahatsapana hoe mangatsiaka nohon’ny lazain’ny mari-pana."
,pt,"Tsy misy vanintaona tena hoe “manorana” na “maina” : ny fatran’ny orana dia mitovitovy foana mandritra ny taona."
,pt,"Na dia maro amin’ireo biby anatin'ilay valanjavaboary aza no zatra mahita olombelona, dia ihany anefa ny bibidia ary tsy tokony hisy hanome sakafo na hanelingelina."
,pt,"Araka izay nolazain’ny mpitantana ny valanjavaboary, mijanòna fara-fahakeliny 100 metatra miala ny bera sy ny amboadia ary 25 metatra kosa amin’ireo bibidia hafa rehetra!"
,pt,"Na dia hoatran’ny hoe tsara fanahy aza ny fijery ny omby, ny ombimanga ny bera, ary ny ankamaroan’ny biby lehibe dia mety hanafika."
,pt,"Isan-taona, mpitsidika ampolony no maratra noho izy ireo tsy manaja ny elanelana tokony ho izy. Ireny biby ireny dia ngeza, bibidia, ary mety ahitan-doza, noho izany, omeo ny toerany izy."
,pt,"Ankoatran’izany, fantaro fa manintona ny bera sy biby dia hafa ny fofona, noho izany, fadio ny mitondra na mahandro sakafo mamofona ary diovy tsara foana ny toerana ilasiana."
,pt,"Apia no renivohitr’i Samoa. Eo amin’ny nosy Upolu ny tanàna ary misy mponina latsaky ny 40000."
,pt,"Tany amin’ny taona 1850 tany i Apia no naorina ary lasa renivohitra ofisialn’ny Samoa nanomboka tamin’ny 1959."
,pt,"Ilay seranana dia toerana nalaza tamin’ny fotoan’ny ady an-dranomasina tamin’ny 1889 rehefa nisy sambo fito avy any Alemaina sy Etazonia ary Grande Bretagne tsy nanaiky hiala teo amin’io seranana io."
,pt,"Nilentika ireo sambo rehetra, afa tsy sambo mpiady britanika iray. Teo amin’ny Amerikana sy Alemana 200 teo ho eo no namoy ny ainy."
,pt,"Nandritra ny tolona ho an’ny fahaleovantena novolavolain’ny hetsika Mau dia nitarika ny famonoana ny filoha fara-tampony Tupua Tamasese Lealofi III ny fivoriana tsy an-kerisetra iray tao amin’ny tanàna."
,pt,"Be dia be ireo morontsiraka, satria anelanelana seranantsambo roa i Auckland. Anatin’ny faritra telo ireo malaza indrindra."
,pt,"Ireo moron-dranomasina amin’ny moron-tsiraka avaratra (any amin’ny distrikan’I Harbour Avaratra) dia eo amin’ny ranomasim-be Pasifika ary mitohy any mianavaratra amin’i Long Bay sy mianatsimo amin’i Devonport."
,pt,"Saika amoron-dranomasina misy tora-pasika avokoa ireo ary azo antoka ny fandrona, ary saika nisy aloky ny hazo pohutukawa avokoa izy ireo."
,pt,"Ny torapasiky Tamaki Drive dia hita eny amin’ny seranan-tsambon’i Waitemata, sy eny amin’ny tsenan’i ambany tananan’ny Mission Bay ary eny amin’ny St Heliers any amin’ny afovoan’i Auckland."
,pt,"Matetika ireny dia moron-dranomasina ho an’ny fianakaviana be mpampiasa matetika, izay ahitana toerana fiantsenana maro manaraka ny moron-drano. Azo antoka ny filomanosana."
,pt,"Ny labiera tena fisotro ao an-toerana dia ny 'Number One', tsy labiera be pitsiny izy io, fa tsara sady mampangatsiatsiaka. Ny anaran’ilay labiera iray hafa ao an-toerana kosa dia “Manta”."
,pt,"Maro ny divay frantsay tokony hananana, fa ny divay avy ao Nouvelle-Zélande sy Aostralia no mety ho mora taterina kokoa."
,pt,"Azo sotroina tsara ny rano amin’ny paompy eo an-toerana, fa mora hita ny rano amin’ny tavoahangy raha manahy ianao."
,pt,"Ho an’ny Aostralianina dia avy any ivelany ny filazana hoe kafe “flat white”. Ny kafe mainty fotsiny dia “espresso”, ny capuccino dia rakotra krema (fa tsy herotra), ary ny dite dia aroso tsy misy ronono."
,pt,"Ny sokola mafana dia mifanaraka amin’ny fahefa-mividy ny Belza. Lafo ny ranom-boakazo fa kanefa tena tsara."
,pt,"Maro ny fitsangatsanganana atao manodidina ny harandriaka mandritra ny taona, ary mahalana ny loza mitranga mifandraika amin’ny harandriaka."
,pt,"Na izany aza, makà hevitra any amin’ny manampahefana, hajao ny takelaka rehetra, hajao manokana ny fampitandremana miaro amin’ny loza."
,pt,"Ny sangilihily miendrika boaty dia misy eny akaikin’ny morontsiraka sy ny vinanin’ony manomboka ny Oktobra ka hatramin’ny Aprily any avaratr'i 1770. Indraindray izy ireny dia hita ivelan’ireo fotoana ireo."
,pt,"Misy tokoa ny antsantsa, kanefa mahalana izy ireny no manafika olombelona. Ny ankamaroan’ny antsantsa dia matahotra olombelona ary handositra."
,pt,"Ny voain-dranomasina dia tsy mivelona maharitra any anaty ranomasimbe, ny tena fonenany dia any amin’ny vinanin’ony mianavaratra miala an'i Rockhampton."
,pt,"Ny famandrihana mialoha dia mitondra filaminan-tsaina ho an’ny mpandeha fa hanana toerana hatoriana izy ireo rehefa tonga any amin’izay toerana alehany."
,pt,"Matetika ny mpitaridia dia miara-miasa aminà trano fandraisam-bahiny manokana, na dia mety ho azonao atao aza ny mamandrika endrika fampiantranoana hafa, toy ny toby filasiana, amin’ny alalanà mpitaridia iray."
,pt,"Ny mpandraharaha ara-pizahantany matetika dia manana tolotra izay misy sakafo maraina, lamina amin’ny fitaterana ho eny/avy eny amin’ny seranam-piaramanidina na koa tolotra manakambana ny sidina sy ny trano fandraisam-bahiny."
,pt,"Izy ireo koa dia afaka mitazona ny famandrihana ho anao raha mila fotoana ianao hieritreretana ny tolotra na hahazoana ireo antontantaratasy ho an’ny toerana hivantananao (ohatra ny visa)."
,pt,"Raha misy fanitsiana na fangatahana dia tokony miantefa any amin’ny tompon’andraikitry ny dia fa tsy avy hatrany dia manantona ny trano fandraisam-bahiny."
,pt,"Ho an’ny fety sasany, ny ankabetsahan’ny mpanatrika ny fetin’ny mozika dia milasy eny an-toerana, ny ankamaroany dia manao izany ho ampahany manan-danja amin’ny zavatra iainana."
,pt,"Raha te hanakaiky ny seho ianao dia mila tonga eny aloha mba ahazoanao toerana filasiana akaiky ny mozika."
,pt,"Aza adino fa na dia tapitra ary ny mozika teny ambony sehatra, dia mety misy ampahany amin’ny fety manohy ny mozika hatramin’ny alina be."
,pt,"Ny fety sasany dia manokana toerana fitobiana ho an’ireo fianakaviana izay mitondra ankizy kely."
,pt,"Raha mamakivaky ny Baltic Avaratra amin’ny andro ririnina dia aleo jerena ny toerana misy ny trano bongo, satria miteraka tabataba mahatsiravina ihany ny famakivakiana ranomandry ho an'ireo izany tena ihazan'izany."
,pt,"Tafiditra ao anatin’ny dia an-tsambo Saint Petersburg ny fotoana hijerena tanàna. Ireo mpandeha amin’ny dia an-tsambo dia tsy mandoa visa (jereo ny fepetra)."
,pt,"Amin’ny ankapobeny ny Casino dia miezaka be mba hampitomboana fatratra ny fotoana sy ny vola lanian’ny mpanjifa ao aminy. Amin’ny ankapobeny dia tsy misy ny varavarankely sy ny famataran’andro ary sarotra hita ny fivoahana."
,pt,"Matetika ry zareo no manome sakafo sy zava-pisotro fampifalifaliana ny mpanjifa ao aminy mba hanomezana fahafaham-po sy hahatamana azy ireo."
,pt,"Misy toerana sasany manome zava-pisotro misy alikaola ao an-tranony. Kanefa, ny fahamamoana manimba ny fitsaràna, ary ny mpilalao mahay rehetra dia mahalala ny maha zava-dehibe ny tsy fisotroana."
,pt,"Tokony ho efa ampoizin’ireo olona handeha amin’ny toerana avobe na any an-tendrombohitra fa hisy orampanala, ranomandry any ary mety hangatsiaka be."
,pt,"Ambany ny fikasohana rehefa mandeha amin’ny lalana misy gilasy sy ranomandry ka tsy afaka mitondra fiara ohatra ny hoe eo ambony tara tsotra ianao."
,pt,"Mandritran’ny oram-panala, ranomandry ampy hampihitsoka anao no mety hilatsaka anaty fotoana fohy."
,pt,"Mety ho voafetra noho ny filatsahana na fisidinan’ny orampanala ihany koa ny fahitana, na noho ny fitsonihana na noho ny ranomandry eo amin’ny fitaratry ny fiara."
,pt,"Amin’ny lafiny iray hafa, ny toetrandro mangatsiaka be sy misy ranomandry dia efa mahazatra any amin’ny firenena maro, ary amin’ny ankapobeny dia mandeha foana tsy misy fahatapahany ny fifamoivoizana mandritra ny taona."
,pt,"Angamba ny Safari no manintona mpizahatany indrindra ao Afrika, no sady zava-nisongadina indrindra ho an’ny mpitsidika maro."
,pt,"Ny teny hoe safari dia ilazana ny fitsangatsanganana an-tanety mba hijerena ny fiainan’ny bibidia afrikana, indrindra indrindra eny anaty ala."
,pt,"Ny biby sasany toy ny elefanta sy ny zirafy dia mazana manatona akaiky ny fiara ary ny fitaovana mahazatra dia ahafahana mahita tsara azy ireo."
,pt,"Ny liona, cheetahs sy leoparda dia saro-kenatra indraindray ary hahita azy ireo tsara kokoa ianao miaraka amin’ny masolavitra."
,pt,"Ny safari mandeha (antsoina koa hoe ”mandeha an-tsaha“, ”hiking safari“, na koa’mandeha tongotra“) dia ny fitsangatsanganana an-tongotra mandritran’ny ora vitsivitsy na andro maromaro ."
,pt,"Ny lalao Paralaimpika dia hizotra ny 24 Aogositra hatramin’ny 5 Septambra 2021. Hisy hetsika sasany hatao any amin’ireo toerana hafa manerana an'i Japana."
,pt,"Tokyo no tanàna asiatika tokana nandray lalao Olaimpika fahavaratra anankiroa, satria nampiantrano ny lalao tamin’ny 1964 izy."
,pt,"Raha toa ka namandrika sidina sy toerana fatoriana ho an’ny 2020 ianao talohan’ny fanambarana ny fanemorana, dia mety hiatrika tranga manahirana."
,pt,"Miovaova ny politika mifehy ny fanafoanana, fa manomboka ny faran’ny volana Martsa, ny ankamaroan’ireo politika mifehy ny fanafoanana noho ny coronavirus dia tsy mitohy hatramin’ny Jolay 2020, izay nandaharana ny Lalao Olaimpika."
,pt,"Hamidy ¥2,500 sy ¥130,000 ny ankamaroan’ny tapakila amin’ny hetsika , nefa ny tapakila tsotra dia amidy ¥7,000 eo ho eo."
,pt,"Manamaina haingana ny akanjo lena ny fipasohana azy. Maro ny toeram-pivahinianana misy fera sy latabatra fipasohana azo indramina, na dia tsy misy aza anatin’ny efitrano."
,pt,"Raha tsy misy fera, na tsy te hanao ban-kiraro voapasoka ianao, dia afaka manandrana mampiasa fanamainana volo, raha misy."
,pt,"Mitandrema mba tsy hamela ny lamba hafana loatra (izay mahatonga fihenany na, amin’ny tranga efa tafahoatra, fahamaizana)."
,pt,"Misy fomba samihafa afaka hanadiovana rano, ny sasany mandaitra kokoa amin’ny ambana voafaritra mazava."
,pt,"Any amin’ny toerana sasany dia ampy ny fampangotrahana rano mandritra ny iray minitra, fa any amin’ny toerana hafa kosa dia mila minitra maromaro mihitsy."
,pt,"Miovaova ny fandairan’ny sivana, ary raha manana olana ianao, dia tokony mividy ny ranonao anaty tavoahangy mihidy eny amin’ny orinasa malaza."
,pt,"Mety hahita biby mpanimba izay tsy fahitany any amin’ny faritra niaviany ireo mpandeha."
,pt,"Ny bibikely dia mety hanimba sakafo, hahatonga hidihidy, na rehefa tena ratsy dia hahatonga tsy fahazakana zavatra, hanaparitaka poizina, na hamindra aretina."
,pt,"Tsy azo lazaina ho biby mpanimba ny areti-mifindra, na ny biby masiaka izay mety handratra na hamono olona."
,pt,"Ny fiantsenana afa-kaba no ahafahana mividy vokatra tsy misy hetra na tataon-ketra amin’ny toerana sasany."
,pt,"Ny mpitsidika izay mipetraka amin’ny tany misy haba mavesatra dia afaka manangom-bola, indrindra amin’ny entana toy ny paraky sy ny zava-pisotro misy alikaola."
,pt,"Ny ampahan-dalana eo anelanelan’i Point Marion sy Fairmont dia anisan’ny sarotra hitondrana indrindra ao amin’ny lalambe Buffalo-Pittsburgh, mandalo matetika amin’ny tany mitsitokatokana misy hazohazo."
,pt,"Raha tsy zatra mandeha amin’ny làlana an-tanàna ianao dia aza mikorapaka: fidinana be, lalana tery sy ny fiolananamaranitra no manjaka."
,pt,"Ireo fetran’ny hafainganam-pandeha aseho dia ambany kokoa any amin’ny tapany aloha sy tapany manaraka — matetika 35-40 mph (56-64 km/h) — ary ny fanajana tanteraka azy ireny dia tena zava-dehibe tokoa."
,pt,"Ny mahavariana anefa, ny tolotra amin’ny finday dia matanjaka kokoa aty nòho ny any amin’ny ampahan-dalana sasany, oh. ny Pennsylvania Wilds."
,pt,"Mafilotra ery ny mofomamy Alemana ary ao Bavaria, dia tena matavy sady maro karazany, mitovy amin’ireo an’ny mpifanolo-bodirindrana aminy ao atsimo, Aotrisy."
,pt,"Efa fanao ny mofomamy misy voankazo, miaraka amin’ny paoma andrahoina anaty mofomamy mandritra ny taona, sy ny serizy sy paiso izay vokatra mandritra ny fahavaratra."
,pt,"Betsaka koa ireo vokatra alemana nandrahoina tanaty lafaoro no ahitana amygdala, noazeta sy voan-kazo hafa. Ireo mofomamy malaza dia matetika azo ampiarahana tsara amin’ny kafe mahery iray kaopy."
,pt,"Raha mila mofomamy kely nefa matsiro ianareo dia andramo ny antsoina hoe Berliner, Pfannkuchen na Krapfen, arakaraka ny toerana ny anarany."
,pt,"Ny tamotamo dia sakafo natao tamin’ny zava-maitso sy zava-manitra, mifangaro na amin’ny hena na amin’ny legioma."
,pt,"Ny tamotamo dia mety ho 'maina' na 'ketsaketsa', miankina amin’ny habetsaky ny rano."
,pt,"Any afovoan-tanin’i India Avaratra sy Pakistana, ny yaourt dia fampiasa matetika amin’ny tamotamo; any India Atsimo sy any amin’ny ireo faritra amoron-tsiraka sasany hafa ao amin’ny zana-kaontinanta, rononom-boanio no matetika ampiasaina."
,pt,"Amin’ny nosy 17 000 hisafidianana, ny sakafo Indoneziana dia teny mandrakotra karazana sakafo rezionaly hita eo amin’ny firenena."
,pt,"Kanefa, raha ampiasana tsy misy mpamaritra hafa ilay voambolana dia lasa midika sakafo iray avy any amin’ny faritra afovoany sy atsinanan’ny nosy lehibe Java."
,pt,"Efa miparitaka manerana ny vondronosy ankehitriny, ny lakozia Javanezy dia miavaka noho ny karazana sakafo matsiro, ny tsiro tena miavaka izay tena tian’ny Javanezy dia ny voanjo, ny sakay, ny siramamy (indrindra ny siramamy avy amin’ny voanio javanezy) sy ny zavamanitra mampatsiro sakafo isan-karazany."
,pt,"Ny fasiana tongotra dia mihazona ny tongotry ny mpitaingin-tsoavaly izay mikiraviravy amin’ny ilan’ny lasely anankiroa."
,pt,"Mampitombina kokoa ny mpitondra izy ireo kanefa mety hampidi-doza ihany noho ny tongotry ny mpitondra izay mety ho raikitra ao."
,pt,"Raha misy mpitaingina mipitika avy eny ambony soavaly nefa ny tongony miraikitra amin’ny fametrahan-tongotra, mety ho voataritarika izy rehefa mitsoaka ny soavaly. Mba hanalefahana ny mety hisian'izany loza izany, maro ny fitandremana azo atao."
,pt,"Voalohany, ny ankamaroan’ny mpitondra moto dia manao baoty misy talon sy faladihan-kiraro somary teritery."
,pt,"Manaraka izany, misy lasely sasany, indrindra ny lasely anglisy, manana bara fiarovana izay mamela ny hoditra mitazona ny fametrahan-tongotra hilatsaka avy amin’ny lasely raha misy mpitaingina soavaly mianjera tafasintona azy mihemotra any aoriana."
,pt,"Lohasahan’i Cochamó - toerana fananihana voalohany any Silia, fantatra amin'ny anarana hoe Yosemita an'I Amerika Atsimo, ary misy karazana rindrina lehibe sy harambato vita amin’ny granita."
,pt,"Ny tampony dia ahitana faritra taza-maso mampitolagaga avy eny amin’ny tendrony. Tsy mitsahatra manamboatra lalana vaovao eny amin’ireo rindriny tsy misy farany ny mpihanika rehetra manerana an’izao tontolo izao."
,pt,"Ireo fanatanjahantena misosa midina ny tendrombohitra, fatao ambony ranomandry, ahitana fisosana sy fikorisana an-dranomandry dia fanatanjahantena malaza mampiasa ny fisosana amina tany feno ranomandry miaraka amina ski na takelakazo mifatotra amin’ny tongotrao."
,pt,"Ny ski dia hetsika fitsangatsanganana iray lehibe be mpankafy, fantatra amin’ny anarana hoe “mpirenirenin’ny ski” indraindray, mandamina fialan-tsasatra iray manontolo manodidina ny ski any amina toerana iray voatokana."
,pt,"Efa ela be ny eritreritra hisosa an-dranomandry - ny hosodoko anaty lavabato mampiseho olona misosa an-dranomandry dia efa tany amin’ny taona 5000 t.K. tany !"
,pt,"Ny fisosana midina an-tendrombohitra amin’ny maha fanatanjahantena azy dia efa tany amin’ny taonjato faha-17 tany fara-fahakeliny, ary tamin’ny 1861 dia nosokafan’ny Norvezianina tao Aostralia ny klioba fanaovana ski ho fialamboly voalohany."
,pt,"Backpacking ski: io dia antsoina ihany koa hoe backcountry ski, fandehandehanana amin’ny ski na fiakarana amin’ny ski."
,pt,"Mifandray aminy izany kanefa tsy mitaky ny fanaovana ski any amin’ny Alpa na ny fitetezana tendrombohitra, io farany io atao amin’ny tany misy hantsana ary mila ski sy kiraro mafy kokoa."
,pt,"Eritrereto ho mitovy amin’ny làlana dia an-tongotra ny làlana manao ski."
,pt,"Raha tsara ny toetr’andro, dia mety hahahavita làlana betsaka kokoa noho ny hoe mandeha tongotra ianao- fa indraindray ihany no mety ahazoanao ny fahafainganana amin’ny cross country skiing raha tsy misy kitapo mavesatra amin’ny dian-dàlana efa mahazatra."
,pt,"Kaontinanata kely Eorôpa fa be firenena mahaleo tena. Raha ny tokony ho izy dia mila vizà ny mitety firenena maro, ary misy fisavàna maromaro."
,pt,"Ny faritra Schengen, anefa, dia miasa toy ny firenena manaraka izany."
,pt,"Raha mbola mijanona anatin’ity faritra ity koa ianao, dia afaka miampita sisintany tsy mila mandalo ireo toerana fanamarinana pasipaoro intsony."
